Brand,Processor_Speed,RAM_Size,Storage_Capacity,Screen_Size,Weight,Price,Price_Hashed,Price_Encripted,RAM_Size_Encrypted
Asus,3.835917536922537,4,1000,14.295858628880625,3.0923383250314984,31967.607631536364,cc5d53247bb05bf452e7a6fb5f299dd4e7b77719007d2f200ab2fb497c02e29c,gAAAAABoF5NHdW2_AssPXTBy_YMyAhkp26O8lcetP24kk4XwNrm6xUM28W-T9dMcgu08_r8bn7Yl4V7qGhHdds5kmwgOSNIpSt3Z9STwFqI-qiO6r5pA7V8=,gAAAAABoF5NHMzz5T7DYXelGSFOI3rthVkpb6UQpGSu7LP_HSJn1tMF1daJHElkadiNh4uT4QfCp82iuNBClC5-4RiEl--a3rg==
Lenovo,3.813921282266941,32,512,12.871904121958512,3.6986450472578496,18534.108629919712,06b3c6ca37e5fef3ba7f69c3b11f896842f0e9f4bfba72137e429be10171e1d4,gAAAAABoF5NHWtMalM-7YH9eUVOzYd_SouKUgmvkkpuEibgIdTPLHZ6ZT5sAC12R4F7ilJ1MRUBJ4HbAfwlGDUdqTFUYcJjtrceNDI4ZjOCVSW08-vKCLso=,gAAAAABoF5NHgIcnJUxdJ5WZ7LzkBtQ5jUU4IrLmYDXMReokz5uvUBTHCsyPso0FbS9FLe4sJUrGCqehonLFYBUz3PfR9PzMmQ==
Acer,2.6270984285103305,8,512,13.895002521412165,2.018772413079411,17495.98363758707,1c3514d02fadb490459d0621f8dbb4840dad5e1467ec32970d1c56ec0a074452,gAAAAABoF5NHZcwNrDns-SUAMptDTHBf-LKCbcPZVTXPbINfKDN9R3wnRhhnyhQFU4jvhvFfqY2XsxGIRGKMhQkOS8wP2tZp9txsf_sjAKfoUy4IjZuqC2s=,gAAAAABoF5NHZn4-ql-focufkK3dNR-4phRaiIM-9uK8teLGAJb8-GwE1c1j52UsenboIHlV-SsCIE-k-zCGum2tmCNMhXvRmA==
HP,1.783095114601888,16,256,14.040035893896476,2.1856571050414257,9731.982415267874,befd86541b00a1beea95c3c064e3b21738217b541cea9ae39e76d682df68a607,gAAAAABoF5NHfyj5A2ccQONjpnlAsR58_4EIZrJ1uTrJSIge1qkhFaZ_MvFaSSxm82sJBxBUatIROZ2ISZvji_Bo_XLUe9NvqSNxPn9dRaAkz5J7QCPO1E8=,gAAAAABoF5NHQbJE3fAIVJwVBNX5ssUyq_tykefPxGDiWkBONgSy7Qs-t9ztQj3hmx4WgSL2mVP-uukVFdVOKFdMsy2G8w7OFg==
Asus,3.962102997405837,8,256,13.323423627068577,3.6061038235449536,9831.389961542602,a32e8112ad4cca6a4c5b4678e9a84823ea26fe724850bb8cd552aa77253725ac,gAAAAABoF5NHlunKek1jjXtDbedbQ71UuDcIjzs72FiDwC54w6Wcp4-lC0nt0Dg-6si7DpCxJ-SEb5Z8nY53zRLhepiE8TLIICKDnytMrJjY8wpHBvYX2Ao=,gAAAAABoF5NHvVk20XFRqi76EC2ihlhEQdZiZZ3ofCPLppRGt2sGxqScS3eVJ_-DabQycycK9VfQFt9xF9kMmOWlPxOV0YCgEA==
HP,3.5972452161148354,32,256,16.439433264032978,3.698214939344495,11038.928125612205,4420f8ed435ae6dc11e3dc607559dac0f8f97e03fb44dfdbee0d3cad3dfdba7e,gAAAAABoF5NHVTee-PhzueKR9jm37KAa0DholX9hZjRa2Y4agCgeBpr9V4SqUydOBKvP7VmrL3w72mf43USe0qruAN6M1GPmnv1f7C_yvR3INWpmTrzPFhY=,gAAAAABoF5NH18NJ3lfp6kN-w7kgjQy7NCVXDnU4QI3d8X5wDNh7p7L_SQm3OlOu6Nzu83Qy7JGpEBTUOwXlbx1VvLAJVtPzbQ==
Asus,1.8116567030081672,16,256,11.096371189886035,4.254358833378031,8971.512504748447,da2d995346a35c31f2cb036ddd79a0f5a9a4140da81b88c8c7419a60fef40691,gAAAAABoF5NHW3GzRMbivqk-CbHDfRlb64YrvhIySNHWM0lLqgBn7aslwcLsjvV1dp9tcD5tGhVLuUKkIgnIAxT69vDBIwRz7piLyNT-gEu7MDjI8hwd-vc=,gAAAAABoF5NHSPQvqraUTAym8qakexYuUFt_FOpvbM57qR6ppd1q0f-nxfWX0MkLOISFVMkwB2csx3pY_ZGVM9ZEp0AvZ5g3rQ==
Acer,3.802104706543431,32,256,15.693027578547476,2.3958959588718853,10915.05717304083,d8763bc92b2968e21aba7a08f16922ca22d9c5248a821c374ced1c8603cde768,gAAAAABoF5NHojgNcV__rp9Z6Uf9N-b9NgePD25beJt2YFPjShUFAwtWDzx2777Kn_Lw4imxFqokSCL3BS1GAcUxsUXYXP-7MVcRenwNydBn3181kgMXBqE=,gAAAAABoF5NHHiPfvOMpMUrfgJ3l9dXRDeueLeM0emZRCpRTcD3WUe_TLTNzTU3nXQjUZA2bEn-0-aTPH-6XgEy5UVxoliY4tw==
Dell,3.674740905155321,16,256,11.746296987447948,3.539549251270336,9637.891638203962,00efcb1507b5ab10a2e80b37f59ea694bd3b66f7ad09eb9310f3cf9b61bbc826,gAAAAABoF5NHvtvV1tRs6x4CLkGNVjE70lWWBZZeAO5Z5xl814OXZHAG_KQz1dau8DEbr1FwdXtpD69XQSUgApHBkVwwaxr9v8XqsX66vkaMJFiqgXkcwBY=,gAAAAABoF5NHz654uHWgUW7DR9QNvHnyJ2MDjV3QjlxW3Za0-vB1uFHxK8U6K44u46J7du6pUQRNO5C0xhbVrgR5Nga_eFaLYg==
Asus,2.79709514281518,16,256,15.785284163223196,2.5833429332950657,9593.110592180388,930869f03827b8fa2e51641ee24f5bddb5e01a20a0d0575dad7f009c3f54e02d,gAAAAABoF5NHx0Lgjg9jVD6yalLIMcGoPZ14MgcmMoq-v074l7Oej8oWzX0Z6Yq4YBJdmpSvfl0pK4KfMbdd9wNvJ6ZJR3W1J2xLqtR8u0qWLvXRonnoyaw=,gAAAAABoF5NHr1R8VyN1p7_578doWM_EtAD7CYaFlgbnw0sBIVlC0vosau81j1i7XQztR6FdDiCix-YJkqqWrnKYpOZWGi3l1A==
HP,2.9781885893623232,16,1000,14.695471494060328,2.279588358688084,31965.356609806408,02ef9675ecf6c0700c0986428113b2d9f188e11c68256e5bffd9d5d19577984c,gAAAAABoF5NH5eJvfyyzFa80hwaZqn-NI6yWR0PVPfHemIW2A2OiG0nSFn6VZGE9H-eWG5Qfuy0v4kaTRlcm6VrhTw3WE0cWTKTHtBsLdFjnkkoTY3dBsnY=,gAAAAABoF5NHdx6h4mq0-H9GZhbOJs-1UaxmvWvkNYyVTM_SbsLD8dcnZc70PKwtQke98QAnbnQd0e0zohGT1Kben1U_w0Fuuw==
Acer,2.4975067596753258,16,1000,16.059668545618415,3.231487382181664,32025.836689022144,fb3010b57354259609e2272ea204296bd8b47c3d478f52bcd58c35afae20ee9b,gAAAAABoF5NHYYyqlDU21T4z4mpIfjDsbCh0mDEx5fG56j7WZSG3y9t_kdXTJm_RL7uqDZMjQThhCw0XBRl8baxKE9Kil_B57BiCU-yacdmdwC749D9EwYs=,gAAAAABoF5NHFRKCCI-OEg6m8vVkhEyGykpwE_g4E1izp3Xb6uTZhXeHmlQ-aQXAJDJ1bgGTAudBTpwhY8fI1qydFAr565_nww==
Asus,1.6369040970550783,32,1000,11.585085953845384,2.490009944267172,32764.274431192796,cbae35da1050476bf6a78fd4f3dced832ea62d45e530cfadb2ef28a46a34e3e0,gAAAAABoF5NHV331dBmfHHWJBs7jmmDmZI6m8iuTYVHEvGsB3RrVH4c4mO_lYmkn9lDe75j0qOo6js3HH_YRzpyDnOTfYqqdBqcQOtcrsLhe06MPPqJIzkc=,gAAAAABoF5NH07MJEIENXxMjtIRSvhUNtC0pFExD8kqTXEtdZDuMDS4Z0zT1peMAIr98AL2M_Icjlmt9F8pP9ttuY7yyOv_56w==
Dell,2.3379931041147524,16,1000,14.353883804598643,2.665345934576956,32114.82080257049,ed452aaa31a310735f7ffcd56cb9248651bd8acbd6c69fb96fafc6953236dd84,gAAAAABoF5NHRYYz-kF-rv8Gfy1UV3UFnofwJfAi92dseJG-Ia_1gRnteKuU9E6SXxBqmr8Z46uNgLC4grorF2PAoe7DlMxe6j_v9qmb9zxkNFuvVMueQpU=,gAAAAABoF5NHUcxY_bmA0L_D3MGpFgYZWVYZI2Paduz69yCTavVk-8efMuabqCfWw4EYyxfxDRXa_lKLVZO5Bq7ssK1nBxXOiw==
Dell,3.5071336214950284,16,256,14.006527281573184,2.9526637396085054,9929.514355970863,dec7b1d514c07bbe63b2c519099c481a97e24d85c32cac666b144707e78c6661,gAAAAABoF5NHL19X-EPtOuUTcko0Ebc86nazj1t_nGCU7rnAeuOcQ9hh2jDld64VX13v3j5v-0GV93f9CKOwLVt95lzG820nrNQGV-_AqRo8dECX5lNlJqA=,gAAAAABoF5NHytDoaSrK78MRUrE0kZHK7yz7MH4zXNTdlgFSbcGMDV484SQlLrPPygjM8nfYxbeKNap3L_ozGIs0q2XUn-XAFA==
Lenovo,1.511580057511507,8,1000,15.237159097780152,2.7781652022295886,31623.8142296768,2d27e50e39363c6a49605a4ec8e9d736b62c064415b155412dbae2d4829a72c0,gAAAAABoF5NHkb-FrQgnXKxFvyRaGNExYmgR2CMZUM2h85JJhPu314YHJPsiNX8_tcsUw_H9B6Z_aU5X56pY5DdxZuuIALPros4ElwojSvTk1eORfWJ_Nu0=,gAAAAABoF5NHy6RAkCLDb9Z6NdBhGp2SQL_oknQYZxTgBpTgIoEw0fK40Fub3vOPo5KGwdCG1gJ-RPv9r3EG_nv_IVjZ9XXQFQ==
Lenovo,2.3337479292278607,4,256,14.205743311362054,2.2627738922178398,9264.933977469056,652e45cefdf8571ad409a4c6e3cc79d84c9ebed27f369f963f0cc0107f8f9d21,gAAAAABoF5NHquCoAdmQuzOFWV7-82w3p543UpxC3IfkYFaj4yeVSBGQyoPCLLB7uZgp_mH33p13A5JEXSsOpgWGVeJ4BQOoqQO66n-KmWyXUg6O9N3d_GY=,gAAAAABoF5NHainFFYMM0qE0xDBFoVR2N2mGryr57Iz4BqoB6HOSgYPjkODBoZ8f4oU8vhgdG1lVE_wwTz61MU3oqhtxEHfh0w==
HP,2.4954217339773583,4,1000,14.244407402798624,2.2697487345791068,31549.79984535232,0255d396cd032c9138f6ffd46972885178db193b25a91312565920c91edb9178,gAAAAABoF5NHikt9ZhGcISHS7T31SuThIJtOg3irkD317enprQHlSjLeOUWxPxVwIuceo35ldqWVujp1RV4HWnapN0jSLwvd5JkPOZtt1WEOv3PYKC6WhtY=,gAAAAABoF5NHXtEmeNaOlu165RIje2r-HzxfQO7LaUepb4de1ZvWKiGQ1o9k-eQgOMNnzi0I0ZLSbKoP8nFcQGpoE-396gemHQ==
Asus,2.843489007344808,8,512,13.577575661456388,2.5797482457025045,16729.550875026107,625987ba72165c964b59d7fabea4812c983696715f9e3203415281c66406fb89,gAAAAABoF5NHzJja09IQab4qPjJ3s4ItpzDEf2L2DGxVK_EDx3xByKQnFOX3g9xknJcMllobVvpcXvEG52zLoWYKb3Z79TYyPW3UOu9mZYMP8KmbuAeQkOE=,gAAAAABoF5NHnDO9ts14vGiwQMcW1nr8RNe1NhOZqfOXsaikps71h9tCuidCSKKunPoqHS4lJ-PhKvGnOKhquDK459gGW7UhlQ==
Asus,3.799639041031901,8,1000,12.853006544044046,2.151677563878617,31747.60460557713,12b6528f5ac80e5cb439f9a807d261eccd39a7607f80dc1a47c4405a8bd1d483,gAAAAABoF5NHd9cT5SBlAhWmkVKOxQ4ZX3YBrQIuFpGr_5yDgJ64YFXthWhPyNZAVEXNOfywO2wRAmxLwVxxz8S14Db-QoQQ8Sc8bAwsZxasWipBakD5ftY=,gAAAAABoF5NH9MUd1cDa6dzICHaQnplDQdJTyBf1Ao3qhNEI7Q_-KrPS-9bCZ2zXAcSw9I8vJH3cSQSvjH6zvgHUMDi6N4Dvyw==
Lenovo,2.3658649859149032,32,1000,13.893586167513153,3.8793710590307815,32817.51657673146,d6ebcbe3ebd36677116c133cb727bdc1c09dd31c53dc2a141ea19ae7e9cbd715,gAAAAABoF5NH6N3NF_AvSLXVIl9nWWlVkg6QHkB5udmkZqoYezj51lZbptf8bt1Uvg9Wo_hkcK6p8q8AB1-yFtQhe2nXdtJvEIPJO7DHoaBE_1RtGqlQTns=,gAAAAABoF5NHxMRcC7l14SSuR8HjKfscVe5SfIFdAOmdddQgBuO38qiGffpyyXkLqUqICPQqKcwg0XX-D4_eccPxXNl_ss7qAw==
Asus,2.367383004740569,32,256,11.710954152610404,2.8619801495267057,10605.76645913327,e768cdc66143f7c83c77a097084ad0d2bf67098c9a661a45762b7ede4fa7d454,gAAAAABoF5NHYYjkwSpQC9VKTv8QqyG5z4ZY3BwowHbewnopmykocbsn0L53rJ9HTQkKZUdis0Fvm2umn5l5CcR-0fD_rMtWoq8quLSBbezyQ2nSFvCE-cU=,gAAAAABoF5NHCmITssztHyj3yGI7x6M_TFz4UFqp1FKCsLkBYaOOG3sAixLHfja3tQb7E-Vw2TWaCOWUSuzRbUprp9iuyCfJiQ==
Asus,3.343753120274371,32,1000,16.769080033898508,2.839237903307213,32810.02391415497,412ffd74cb04923222c33671aac8652a9aa5789d35a3bf2dcb0107494bb4b3d4,gAAAAABoF5NHjGaVPMSafhupiItsAcDuyXdOQqEHWu6OpAnFAAdEXf0eKhyxEsTwxoIiJfHAYu5SuKXxfeY6J5z3a9NQF2YHb6RtvHpDjE9kEAgEao3Mf2M=,gAAAAABoF5NHC5ubL-EQqz2vpb9q9aaoc76jjpptdXlzk3zmO05RjO60Kpm7XYg4ypq1VLK3PwVfAb2Ss_GWfq4sDXCDROwBYg==
Dell,2.630544852224518,8,512,15.286464581759589,2.9959948827132954,17059.609275297906,0bfcb30df696e40089e724d7d8447b405163b82f2a609ad12db0214db50ead94,gAAAAABoF5NHa-EepMKXsLnq3gTBw4i_QFFWCIHRQh9UkXEEc14RvaaSMfZNDC1C8MubcV_qOgoO5ONg7shDIZsyy-tL-vGKsCNjQo2xlykHsi81c15wOk0=,gAAAAABoF5NHqROC9_ONBER6EQ9CudEmoR2KEt1b2FNlo2jy3ORE5B8sw9FyFCcxW0_OVLtcDOCNtTNOpx82z686wkRtn-LeIQ==
Lenovo,2.061512057349955,8,256,16.71480270012708,3.988388822629165,8973.58968596835,4c2d77ffc3a39a47bc67ccbda5d2f30293c0401cbf87baa33e66a067c594150c,gAAAAABoF5NHnE_R7PCGo7AtNHx3EVbX0R_TrUZnuMWDtkxqRnCvZ6Dpptx7XpgTE_HfYnsckepRpH_oPwndjFZoTn1fqUXKvVEAIZp1MbiG-yz8Tmir0mI=,gAAAAABoF5NH51kXv9wR1W37izaHEwc82MWubUUuGkaJTXaiCPtQTRqx10SCnFvg0aJhmuT3RmnLxYBl2vjk2B3Swo7zj5ifdA==
Acer,2.6310987903317336,16,256,12.36036429397978,4.611901644450471,9912.491624645294,20da83692f8fd2b7941383ca2b0706a7f29b84b742b5c4480f43bce03aab1f11,gAAAAABoF5NHjxoR8CDD8qYaGEsAAfudn7Yogg1lXGRUpBJiMDi9_bbuIjrhjnPuRnwJ_M2qURNgP8_WAFPshihPDRoNFkY_ot70Nh9Sb24Wgqd7ctUtDKI=,gAAAAABoF5NHuDcouzznZTcNukSutJQrRcLljZlt-K05sOoOWWncwRSM1LqdnDF02wrejObeF-oYazFpzja-4cnCOJcHcPnkiQ==
Lenovo,1.8521425509494995,32,1000,16.276046121059167,4.277260797666916,32801.64628030737,a166ef232bb8fe9b718ec02934b7ae843c9a54f0cb3e780d0ec0c7343dcbe94a,gAAAAABoF5NHieTPxgZxfroDxomO7hGI0rFNTgCkoY7GUB0Un_oVEJcj0EhcatTPbxrq775w8ovD3hPqFz_zkKiAZ9dNkHTE1IaxXSgYnFJocFTD_PGb6U8=,gAAAAABoF5NHzjHVcEHarud14alHwIRJLdbxyy25jAa8jsBQ-2QwP__-jRHMKovQA_hhfc-EGn33gRQ1PwQcBwiYhSal70lLsQ==
Acer,1.9409674662655585,32,256,15.852739907381231,4.182587690675285,10174.195207302795,dad529924f59169af1353c38bc3b3c6fbfea4f6a096a4afad994cb8d54caddd1,gAAAAABoF5NHZ7wW6Yj-DIYDffnZC0tGjHhIEk7h3UtKrWuxbnSRuay3GfHtINrDUZEsJc4mWS6P28XVVC593cNMuvxsM1SgFPUISRLIeMV7n674bea_FME=,gAAAAABoF5NHqa828S5xOmS6z0GIG-JtUXeh7UjRUKcFc4a7QuSFKvdTOc80fnprqzA8iw6rvSFk6DMis7wEIWKRkQNwN7NGQg==
Dell,2.7459194318486992,32,256,15.06291447474604,3.453173556802548,10325.364732735776,36a79cb64e6a556c7fe1f8828546a70ff50654e5fce7963737899e33ebbf95e0,gAAAAABoF5NH3fz5NVHQ7SzSwqV3Ri7SytFkXczhiEYHWppjj8tHi1YDzyNh4K7rOSjRWSn-vS-a2ynmEYg2UIHPZ2Ek1PpdW3SDHCaFUxX4ZpueYxni2Gs=,gAAAAABoF5NHB7tjVSR7hobpYICOPoigUwhfgwtbBX-vKBtlgsUcz9zLvmA3Fe9lEBH9etxU7Tbf0rDmxMVIYr28qlM0H5sw2Q==
HP,2.5473136237613696,4,256,14.750175116511237,4.081416670902235,9221.138434690329,5117640f2a737f124847e18d716399a1cb47082b202aefa3c3290f0185efb0cf,gAAAAABoF5NH_DccHJbGGtYiEjuHf2FqC_GUqEVz0k9vEUVVD48Vu-FcpcFykGGmJkiaBnuHk8sp1tDcTV3tyaFcui5Nranoz1bJtaMsHpOR19F8DsZ5-fM=,gAAAAABoF5NHASOIsd8KCqxSCPn3MKbRNIsm5j7CBMVMiOGaUCZDpVOJ_S2OXahiW3eNxCUjbZlfTWSJUhfdEBRu7SaZ1HlWCA==
Asus,3.78711475267025,16,256,12.89929799160722,3.658287104100749,10233.785822237818,4495eba2f9fb5bfa52d53962e6cfad51673111e4f0716b8383fa1e7c98d22c1c,gAAAAABoF5NHlRhpC1V2vV37ubj9rYWYiys4QbZvJ2Hi9ig7aBkVQKWfyhPI8qB9F7t6yZCwSiLTZdaebGYa_mlHI3mB5aAb_8KFNyAKJzkismbPU5KOovs=,gAAAAABoF5NHqLFM8MELuGpB1AvKwGjLcONfVhyR31YEO3ib5UGguQG5hTlT3lTCU0G8zU5QaZQwA8JHHr9KG3sGFh3Z7tGwzw==
Dell,2.4059847477915826,32,256,15.898464709790185,2.648751584559587,10333.321560418655,2cf58ce9b5f77c5d5bfaacd02ba1249785d6a4776bdddcfdff334675f38b2e12,gAAAAABoF5NHduwEUDbe4kJncSLzkjjUdGzU40oJgyCko-v80MMTXQ2bdTjYiDj5RmEi938ECkWKJK9I-uwRsoJpAzSDVMQaFUhVc3MB1gP6DR-0tPFGBuc=,gAAAAABoF5NH3s5OBqHy3XkTGDnHlvybFK6Vv4lz0a0t9zEHbGJxlEWnzsORnE--37H098-Rv29DbvHFPWja3yItOqnmChpWRg==
Asus,2.951470875695109,32,256,14.009092768878403,2.625765103223152,10781.539201207572,b3aacc196fca93e062f2e212b276e7c3f8177e2a6435b41dd439248a8e37deb7,gAAAAABoF5NHFcZLyrwmFzNou68LMw66MlkjkWZ4h7AB-cCXZhSzfY5G6lcZ-LpyKMsAMwAD4sIMane7uJnv98IxADxKgM6Y7yWe11GPReHbUXpPoK3F9Ac=,gAAAAABoF5NHJZnpWwdgLXobm2418Eo5QHLbUI-iPNjUibGn7Q5dVptMC7jT7ppg4UYN-OT0n_dsqJDsbT8FeDJYyYrPYVRqIA==
HP,3.080660719798826,32,512,11.425349455347712,2.8891760206258503,18167.2998292549,c9d5ca3808062fe1a2d129d9d871dcee74ace265c16d50473804763adee3cfc4,gAAAAABoF5NHxECrKfRyMNjhssbcjved1OkuX0EnOLkSzoGHxeAzvx8YDLi6kmHJCMMBnWrh8vy97LkIGG_mzlqmJP0ISWsSNsczoP_28gT_bxCBoBSh96o=,gAAAAABoF5NHFxVaCN7RhOKnkFdv0cV7KzF1vQkwzF4kUa9f8o2Ngc9tkYBtjunilnSEJ-twrh53sybWM0Fu8sfuMCH5MBQqEA==
HP,1.532736141470834,4,1000,12.87717896513078,4.73240801290944,31381.405548006263,87738d99784dd64fde186fbaac9e867337bc1351a39704e236786aa4ebc8e70a,gAAAAABoF5NHjPusALBSoV9NIlkyhQ4iz1vYP4Hhw2e0uoLi42llJoSEW1e2wL_sHB39xqopc0gJTX9LK56YSD0vfpDOqhWkyzikldqttjbJCZDwNTk5ni0=,gAAAAABoF5NHqeQpHt5J0b0sQ2eyC2_a2lN-2mwbZtcily3U3YNq-48QmyM-FCw5PtV65c-LerBjFKarHnKO8YSc5s3uXrJKog==
Dell,3.1588434300417765,4,512,16.611782591271965,3.642244521139178,17124.220074695466,e70393ae6553a7fcf02989c9245cad822883813eabeb61680087b7281388c076,gAAAAABoF5NHYYeisumouKXXxfecxWyqjyJ3OvC_rVMtgsA3qPsXUDnAOimMks92LrJQG01oKXKIJTourNPUimoGePPNWcjAIYIamaQWOzuwhPVTPv8r0Js=,gAAAAABoF5NHJZk1-v2RNOAsU0LmmG15HDVMVzxYl4yhzErkSWNv5N7w4--uRBU_nhmOo8IId8EJBYcdoP1fQ-_6Cqyc8C161A==
HP,1.9450899171743783,8,256,16.104081563629077,4.201716131005608,9280.14242169389,a27db21618053a407d5fbfbd3b2de770b2fc319573362233040ae7dfeb4c1ae4,gAAAAABoF5NH0t2XJ8WhaF7-SO6fSX9l6dahRf-vkBerAqcNa6AG9XU_Gu2uJ1T9zpQdkPIwhLaB7F4B_Ap5xS1oTpj6NCME3gYXj4xYg7Xc2RxK1q65D5Q=,gAAAAABoF5NHd0v0Hvv5lUQvU8WOkaG8zsVKKHQhfFpJTuLYEws6VgpPycCvXuY3tj3mI0zetcvIZ8vqvW4R6hzvOs5IBFMSWw==
